year,state,month,number
2015,Rio Grande do Norte,Aug,16
2016,Rio Grande do Norte,Aug,24
2017,Rio Grande do Norte,Aug,21
1998,Rio Grande do Norte,Sep,51
1999,Rio Grande do Norte,Sep,35
2000,Rio Grande do Norte,Sep,17
2001,Rio Grande do Norte,Sep,45
2002,Rio Grande do Norte,Sep,52
2003,Rio Grande do Norte,Sep,112
2004,Rio Grande do Norte,Sep,47
2005,Rio Grande do Norte,Sep,37
2006,Rio Grande do Norte,Sep,50
2007,Rio Grande do Norte,Sep,50
2008,Rio Grande do Norte,Sep,17
2009,Rio Grande do Norte,Sep,29
2010,Rio Grande do Norte,Sep,50
2011,Rio Grande do Norte,Sep,22
2012,Rio Grande do Norte,Sep,41
2013,Rio Grande do Norte,Sep,7
2014,Rio Grande do Norte,Sep,30
2015,Rio Grande do Norte,Sep,36
2016,Rio Grande do Norte,Sep,44
2017,Rio Grande do Norte,Sep,48
1998,Rio Grande do Norte,Oct,55
1999,Rio Grande do Norte,Oct,40
2000,Rio Grande do Norte,Oct,28
2001,Rio Grande do Norte,Oct,34
2002,Rio Grande do Norte,Oct,140
2003,Rio Grande do Norte,Oct,276
2004,Rio Grande do Norte,Oct,89
2005,Rio Grande do Norte,Oct,168
2006,Rio Grande do Norte,Oct,85
2007,Rio Grande do Norte,Oct,88
2008,Rio Grande do Norte,Oct,53
2009,Rio Grande do Norte,Oct,84
2010,Rio Grande do Norte,Oct,111
2011,Rio Grande do Norte,Oct,76
2012,Rio Grande do Norte,Oct,74
2013,Rio Grande do Norte,Oct,71
2014,Rio Grande do Norte,Oct,75
2015,Rio Grande do Norte,Oct,129
2016,Rio Grande do Norte,Oct,129
2017,Rio Grande do Norte,Oct,85
1998,Rio Grande do Norte,Nov,41
1999,Rio Grande do Norte,Nov,62
2000,Rio Grande do Norte,Nov,9
2001,Rio Grande do Norte,Nov,41
2002,Rio Grande do Norte,Nov,178
2003,Rio Grande do Norte,Nov,366
2004,Rio Grande do Norte,Nov,164
2005,Rio Grande do Norte,Nov,249
2006,Rio Grande do Norte,Nov,148
2007,Rio Grande do Norte,Nov,130
2008,Rio Grande do Norte,Nov,82
2009,Rio Grande do Norte,Nov,172
2010,Rio Grande do Norte,Nov,212
2011,Rio Grande do Norte,Nov,144
2012,Rio Grande do Norte,Nov,69
2013,Rio Grande do Norte,Nov,77
2014,Rio Grande do Norte,Nov,124
2015,Rio Grande do Norte,Nov,105
2016,Rio Grande do Norte,Nov,93
2017,Rio Grande do Norte,Nov,89
1998,Rio Grande do Norte,Dec,19
1999,Rio Grande do Norte,Dec,29
2000,Rio Grande do Norte,Dec,11
2001,Rio Grande do Norte,Dec,20
2002,Rio Grande do Norte,Dec,222
2003,Rio Grande do Norte,Dec,278
2004,Rio Grande do Norte,Dec,284
2005,Rio Grande do Norte,Dec,149
2006,Rio Grande do Norte,Dec,101
2007,Rio Grande do Norte,Dec,80
2008,Rio Grande do Norte,Dec,126
2009,Rio Grande do Norte,Dec,221
2010,Rio Grande do Norte,Dec,54
2011,Rio Grande do Norte,Dec,125
2012,Rio Grande do Norte,Dec,75
2013,Rio Grande do Norte,Dec,46
2014,Rio Grande do Norte,Dec,47
2015,Rio Grande do Norte,Dec,74
2016,Rio Grande do Norte,Dec,75
1998,Rio Grande do Sul,Jan,0
1999,Rio Grande do Sul,Jan,63
2000,Rio Grande do Sul,Jan,126
2001,Rio Grande do Sul,Jan,12
2002,Rio Grande do Sul,Jan,265
2003,Rio Grande do Sul,Jan,58
2004,Rio Grande do Sul,Jan,70
2005,Rio Grande do Sul,Jan,152
2006,Rio Grande do Sul,Jan,46
2007,Rio Grande do Sul,Jan,37
2008,Rio Grande do Sul,Jan,42
2009,Rio Grande do Sul,Jan,65
2010,Rio Grande do Sul,Jan,22
2011,Rio Grande do Sul,Jan,33
2012,Rio Grande do Sul,Jan,61
2013,Rio Grande do Sul,Jan,22
2014,Rio Grande do Sul,Jan,53
2015,Rio Grande do Sul,Jan,51
2016,Rio Grande do Sul,Jan,68
2017,Rio Grande do Sul,Jan,28
1998,Rio Grande do Sul,Feb,0
1999,Rio Grande do Sul,Feb,35
2000,Rio Grande do Sul,Feb,43
2001,Rio Grande do Sul,Feb,32
2002,Rio Grande do Sul,Feb,38
2003,Rio Grande do Sul,Feb,13
2004,Rio Grande do Sul,Feb,52
2005,Rio Grande do Sul,Feb,36
2006,Rio Grande do Sul,Feb,34
2007,Rio Grande do Sul,Feb,24
2008,Rio Grande do Sul,Feb,30
2009,Rio Grande do Sul,Feb,15
2010,Rio Grande do Sul,Feb,23
2011,Rio Grande do Sul,Feb,26
2012,Rio Grande do Sul,Feb,39
2013,Rio Grande do Sul,Feb,43
2014,Rio Grande do Sul,Feb,37
2015,Rio Grande do Sul,Feb,41
2016,Rio Grande do Sul,Feb,55
2017,Rio Grande do Sul,Feb,31
1998,Rio Grande do Sul,Mar,0
1999,Rio Grande do Sul,Mar,38
2000,Rio Grande do Sul,Mar,51
2001,Rio Grande do Sul,Mar,11
2002,Rio Grande do Sul,Mar,26
2003,Rio Grande do Sul,Mar,27
2004,Rio Grande do Sul,Mar,149
2005,Rio Grande do Sul,Mar,153
2006,Rio Grande do Sul,Mar,76
2007,Rio Grande do Sul,Mar,8
2008,Rio Grande do Sul,Mar,38
2009,Rio Grande do Sul,Mar,41
2010,Rio Grande do Sul,Mar,21
2011,Rio Grande do Sul,Mar,31
2012,Rio Grande do Sul,Mar,50
2013,Rio Grande do Sul,Mar,44
2014,Rio Grande do Sul,Mar,58
2015,Rio Grande do Sul,Mar,108
2016,Rio Grande do Sul,Mar,30
2017,Rio Grande do Sul,Mar,34
1998,Rio Grande do Sul,Apr,0
1999,Rio Grande do Sul,Apr,12
2000,Rio Grande do Sul,Apr,1
2001,Rio Grande do Sul,Apr,3
2002,Rio Grande do Sul,Apr,6
2003,Rio Grande do Sul,Apr,30
2004,Rio Grande do Sul,Apr,98
2005,Rio Grande do Sul,Apr,14
2006,Rio Grande do Sul,Apr,59
2007,Rio Grande do Sul,Apr,4
2008,Rio Grande do Sul,Apr,110
2009,Rio Grande do Sul,Apr,145
2010,Rio Grande do Sul,Apr,72
2011,Rio Grande do Sul,Apr,41
2012,Rio Grande do Sul,Apr,41
2013,Rio Grande do Sul,Apr,47
2014,Rio Grande do Sul,Apr,60
2015,Rio Grande do Sul,Apr,175
2016,Rio Grande do Sul,Apr,32
2017,Rio Grande do Sul,Apr,51
1998,Rio Grande do Sul,May,0
1999,Rio Grande do Sul,May,13
2000,Rio Grande do Sul,May,4
2001,Rio Grande do Sul,May,4
2002,Rio Grande do Sul,May,7
2003,Rio Grande do Sul,May,18
2004,Rio Grande do Sul,May,4
2005,Rio Grande do Sul,May,24
2006,Rio Grande do Sul,May,24
2007,Rio Grande do Sul,May,3
2008,Rio Grande do Sul,May,20
2009,Rio Grande do Sul,May,177
2010,Rio Grande do Sul,May,9
2011,Rio Grande do Sul,May,20
2012,Rio Grande do Sul,May,112
2013,Rio Grande do Sul,May,14
2014,Rio Grande do Sul,May,63
2015,Rio Grande do Sul,May,169
2016,Rio Grande do Sul,May,37
2017,Rio Grande do Sul,May,43
1998,Rio Grande do Sul,Jun,0
1999,Rio Grande do Sul,Jun,9
2000,Rio Grande do Sul,Jun,0
2001,Rio Grande do Sul,Jun,1
2002,Rio Grande do Sul,Jun,4
2003,Rio Grande do Sul,Jun,14
2004,Rio Grande do Sul,Jun,52
2005,Rio Grande do Sul,Jun,50
2006,Rio Grande do Sul,Jun,7
2007,Rio Grande do Sul,Jun,10
2008,Rio Grande do Sul,Jun,16
2009,Rio Grande do Sul,Jun,30
2010,Rio Grande do Sul,Jun,4
2011,Rio Grande do Sul,Jun,12
2012,Rio Grande do Sul,Jun,86
2013,Rio Grande do Sul,Jun,10
2014,Rio Grande do Sul,Jun,62
2015,Rio Grande do Sul,Jun,68
2016,Rio Grande do Sul,Jun,261
2017,Rio Grande do Sul,Jun,103
1998,Rio Grande do Sul,Jul,0
1999,Rio Grande do Sul,Jul,10
2000,Rio Grande do Sul,Jul,6
2001,Rio Grande do Sul,Jul,6
2002,Rio Grande do Sul,Jul,93
2003,Rio Grande do Sul,Jul,55
2004,Rio Grande do Sul,Jul,156
2005,Rio Grande do Sul,Jul,47
2006,Rio Grande do Sul,Jul,45
2007,Rio Grande do Sul,Jul,7
2008,Rio Grande do Sul,Jul,25
2009,Rio Grande do Sul,Jul,47
2010,Rio Grande do Sul,Jul,34
2011,Rio Grande do Sul,Jul,45
2012,Rio Grande do Sul,Jul,134
2013,Rio Grande do Sul,Jul,42
2014,Rio Grande do Sul,Jul,209
2015,Rio Grande do Sul,Jul,60
2016,Rio Grande do Sul,Jul,865
2017,Rio Grande do Sul,Jul,885
1998,Rio Grande do Sul,Aug,9
1999,Rio Grande do Sul,Aug,24
2000,Rio Grande do Sul,Aug,18
2001,Rio Grande do Sul,Aug,36
2002,Rio Grande do Sul,Aug,824
2003,Rio Grande do Sul,Aug,1419
2004,Rio Grande do Sul,Aug,403
2005,Rio Grande do Sul,Aug,120
2006,Rio Grande do Sul,Aug,642
2007,Rio Grande do Sul,Aug,258
2008,Rio Grande do Sul,Aug,56
2009,Rio Grande do Sul,Aug,1057
2010,Rio Grande do Sul,Aug,267
2011,Rio Grande do Sul,Aug,116
2012,Rio Grande do Sul,Aug,410
2013,Rio Grande do Sul,Aug,156
2014,Rio Grande do Sul,Aug,1168
2015,Rio Grande do Sul,Aug,414
2016,Rio Grande do Sul,Aug,1111
2017,Rio Grande do Sul,Aug,819
1998,Rio Grande do Sul,Sep,60
1999,Rio Grande do Sul,Sep,19
2000,Rio Grande do Sul,Sep,27
2001,Rio Grande do Sul,Sep,2
2002,Rio Grande do Sul,Sep,226
2003,Rio Grande do Sul,Sep,828
2004,Rio Grande do Sul,Sep,431
2005,Rio Grande do Sul,Sep,189
2006,Rio Grande do Sul,Sep,444
2007,Rio Grande do Sul,Sep,573
2008,Rio Grande do Sul,Sep,97
2009,Rio Grande do Sul,Sep,39
2010,Rio Grande do Sul,Sep,250
2011,Rio Grande do Sul,Sep,449
2012,Rio Grande do Sul,Sep,113
2013,Rio Grande do Sul,Sep,290
2014,Rio Grande do Sul,Sep,224
2015,Rio Grande do Sul,Sep,222
2016,Rio Grande do Sul,Sep,628
2017,Rio Grande do Sul,Sep,343
1998,Rio Grande do Sul,Oct,169
1999,Rio Grande do Sul,Oct,56
2000,Rio Grande do Sul,Oct,10
2001,Rio Grande do Sul,Oct,13
2002,Rio Grande do Sul,Oct,10
2003,Rio Grande do Sul,Oct,360
2004,Rio Grande do Sul,Oct,680
2005,Rio Grande do Sul,Oct,83
2006,Rio Grande do Sul,Oct,160
2007,Rio Grande do Sul,Oct,21
2008,Rio Grande do Sul,Oct,135
2009,Rio Grande do Sul,Oct,148
2010,Rio Grande do Sul,Oct,95
2011,Rio Grande do Sul,Oct,74
2012,Rio Grande do Sul,Oct,91
2013,Rio Grande do Sul,Oct,104
2014,Rio Grande do Sul,Oct,110
2015,Rio Grande do Sul,Oct,70
2016,Rio Grande do Sul,Oct,93
2017,Rio Grande do Sul,Oct,101
1998,Rio Grande do Sul,Nov,28
1999,Rio Grande do Sul,Nov,103
2000,Rio Grande do Sul,Nov,18
2001,Rio Grande do Sul,Nov,49
2002,Rio Grande do Sul,Nov,117
2003,Rio Grande do Sul,Nov,121
2004,Rio Grande do Sul,Nov,161
2005,Rio Grande do Sul,Nov,227
2006,Rio Grande do Sul,Nov,27
2007,Rio Grande do Sul,Nov,13
2008,Rio Grande do Sul,Nov,14
2009,Rio Grande do Sul,Nov,4
2010,Rio Grande do Sul,Nov,90
2011,Rio Grande do Sul,Nov,117
2012,Rio Grande do Sul,Nov,74
2013,Rio Grande do Sul,Nov,110
2014,Rio Grande do Sul,Nov,68
2015,Rio Grande do Sul,Nov,30
2016,Rio Grande do Sul,Nov,105
2017,Rio Grande do Sul,Nov,137
1998,Rio Grande do Sul,Dec,605
1999,Rio Grande do Sul,Dec,1110
2000,Rio Grande do Sul,Dec,80
2001,Rio Grande do Sul,Dec,80
2002,Rio Grande do Sul,Dec,45
2003,Rio Grande do Sul,Dec,98
2004,Rio Grande do Sul,Dec,99
2005,Rio Grande do Sul,Dec,35
2006,Rio Grande do Sul,Dec,15
2007,Rio Grande do Sul,Dec,25
2008,Rio Grande do Sul,Dec,32
2009,Rio Grande do Sul,Dec,15
2010,Rio Grande do Sul,Dec,103
2011,Rio Grande do Sul,Dec,69
2012,Rio Grande do Sul,Dec,38
2013,Rio Grande do Sul,Dec,62
2014,Rio Grande do Sul,Dec,31
2015,Rio Grande do Sul,Dec,42
2016,Rio Grande do Sul,Dec,79
1998,Rondônia,Jan,0
1999,Rondônia,Jan,1
2000,Rondônia,Jan,0
2001,Rondônia,Jan,0
2002,Rondônia,Jan,6
2003,Rondônia,Jan,62
2004,Rondônia,Jan,30
2005,Rondônia,Jan,99
2006,Rondônia,Jan,16
2007,Rondônia,Jan,33
2008,Rondônia,Jan,4
2009,Rondônia,Jan,17
2010,Rondônia,Jan,18
2011,Rondônia,Jan,1
2012,Rondônia,Jan,2
2013,Rondônia,Jan,7
2014,Rondônia,Jan,12
2015,Rondônia,Jan,30
2016,Rondônia,Jan,93
2017,Rondônia,Jan,44
1998,Rondônia,Feb,0
1999,Rondônia,Feb,1
2000,Rondônia,Feb,6
2001,Rondônia,Feb,2
2002,Rondônia,Feb,8
2003,Rondônia,Feb,10
2004,Rondônia,Feb,12
2005,Rondônia,Feb,42
2006,Rondônia,Feb,17
2007,Rondônia,Feb,8
2008,Rondônia,Feb,7
2009,Rondônia,Feb,1
2010,Rondônia,Feb,9
2011,Rondônia,Feb,2
2012,Rondônia,Feb,9
2013,Rondônia,Feb,8
2014,Rondônia,Feb,5
2015,Rondônia,Feb,22
2016,Rondônia,Feb,88
2017,Rondônia,Feb,10
1998,Rondônia,Mar,0
1999,Rondônia,Mar,8
2000,Rondônia,Mar,9
2001,Rondônia,Mar,0
2002,Rondônia,Mar,1
2003,Rondônia,Mar,13
2004,Rondônia,Mar,20
2005,Rondônia,Mar,17
2006,Rondônia,Mar,15
2007,Rondônia,Mar,20
2008,Rondônia,Mar,2
2009,Rondônia,Mar,12
2010,Rondônia,Mar,11
2011,Rondônia,Mar,6
2012,Rondônia,Mar,6
2013,Rondônia,Mar,23
2014,Rondônia,Mar,13
2015,Rondônia,Mar,15
2016,Rondônia,Mar,25
2017,Rondônia,Mar,21
1998,Rondônia,Apr,0
1999,Rondônia,Apr,3
2000,Rondônia,Apr,0
2001,Rondônia,Apr,0
2002,Rondônia,Apr,3
2003,Rondônia,Apr,10
2004,Rondônia,Apr,14
2005,Rondônia,Apr,7
2006,Rondônia,Apr,0
2007,Rondônia,Apr,0
2008,Rondônia,Apr,8
2009,Rondônia,Apr,3
2010,Rondônia,Apr,19
2011,Rondônia,Apr,8
2012,Rondônia,Apr,12
2013,Rondônia,Apr,9
2014,Rondônia,Apr,15
2015,Rondônia,Apr,15
2016,Rondônia,Apr,59
2017,Rondônia,Apr,19
1998,Rondônia,May,0
1999,Rondônia,May,3
2000,Rondônia,May,13
2001,Rondônia,May,5
2002,Rondônia,May,10
2003,Rondônia,May,21
2004,Rondônia,May,9
2005,Rondônia,May,38
2006,Rondônia,May,7
2007,Rondônia,May,4
2008,Rondônia,May,1
2009,Rondônia,May,6
2010,Rondônia,May,41
2011,Rondônia,May,54
2012,Rondônia,May,22
2013,Rondônia,May,9
2014,Rondônia,May,28
2015,Rondônia,May,13
2016,Rondônia,May,44
2017,Rondônia,May,31
1998,Rondônia,Jun,26
1999,Rondônia,Jun,10
2000,Rondônia,Jun,54
2001,Rondônia,Jun,31
2002,Rondônia,Jun,141
2003,Rondônia,Jun,74
2004,Rondônia,Jun,151
2005,Rondônia,Jun,153
2006,Rondônia,Jun,40
2007,Rondônia,Jun,71
2008,Rondônia,Jun,11
2009,Rondônia,Jun,13
2010,Rondônia,Jun,44
2011,Rondônia,Jun,130
2012,Rondônia,Jun,32
2013,Rondônia,Jun,22
2014,Rondônia,Jun,92
2015,Rondônia,Jun,119
2016,Rondônia,Jun,170
2017,Rondônia,Jun,192
1998,Rondônia,Jul,365
1999,Rondônia,Jul,135
2000,Rondônia,Jul,117
2001,Rondônia,Jul,74
2002,Rondônia,Jul,539
2003,Rondônia,Jul,516
2004,Rondônia,Jul,1233
2005,Rondônia,Jul,798
2006,Rondônia,Jul,314
2007,Rondônia,Jul,187
2008,Rondônia,Jul,138
2009,Rondônia,Jul,110
2010,Rondônia,Jul,747
2011,Rondônia,Jul,293
2012,Rondônia,Jul,205
2013,Rondônia,Jul,117
2014,Rondônia,Jul,192
2015,Rondônia,Jul,423
2016,Rondônia,Jul,969
2017,Rondônia,Jul,1280
1998,Rondônia,Aug,2254
1999,Rondônia,Aug,1976
2000,Rondônia,Aug,2197
2001,Rondônia,Aug,2132
2002,Rondônia,Aug,3465
2003,Rondônia,Aug,7060
2004,Rondônia,Aug,6893
2005,Rondônia,Aug,6672
2006,Rondônia,Aug,3124
2007,Rondônia,Aug,4786
2008,Rondônia,Aug,1251
2009,Rondônia,Aug,484
2010,Rondônia,Aug,4388
2011,Rondônia,Aug,1161
2012,Rondônia,Aug,2209
2013,Rondônia,Aug,885
2014,Rondônia,Aug,3038
2015,Rondônia,Aug,3762
2016,Rondônia,Aug,3675
2017,Rondônia,Aug,4287
1998,Rondônia,Sep,3753
1999,Rondônia,Sep,3062
2000,Rondônia,Sep,2438
2001,Rondônia,Sep,1927
2002,Rondônia,Sep,7067
2003,Rondônia,Sep,6890
2004,Rondônia,Sep,13050
2005,Rondônia,Sep,13972
2006,Rondônia,Sep,9920
2007,Rondônia,Sep,6832
2008,Rondônia,Sep,3726
2009,Rondônia,Sep,1869
2010,Rondônia,Sep,4893
2011,Rondônia,Sep,1782
2012,Rondônia,Sep,2471
2013,Rondônia,Sep,1776
2014,Rondônia,Sep,2800
2015,Rondônia,Sep,6129
2016,Rondônia,Sep,4208
2017,Rondônia,Sep,5638
1998,Rondônia,Oct,483
1999,Rondônia,Oct,1884
2000,Rondônia,Oct,644
2001,Rondônia,Oct,796
2002,Rondônia,Oct,3554
2003,Rondônia,Oct,4962
2004,Rondônia,Oct,3094
2005,Rondônia,Oct,2559
2006,Rondônia,Oct,1148
2007,Rondônia,Oct,2023
2008,Rondônia,Oct,1482
2009,Rondônia,Oct,1444
2010,Rondônia,Oct,1307
2011,Rondônia,Oct,822
2012,Rondônia,Oct,1229
2013,Rondônia,Oct,555
2014,Rondônia,Oct,1063
2015,Rondônia,Oct,2598
2016,Rondônia,Oct,1844
2017,Rondônia,Oct,2190
1998,Rondônia,Nov,3
1999,Rondônia,Nov,41
2000,Rondônia,Nov,13
2001,Rondônia,Nov,91
2002,Rondônia,Nov,639
2003,Rondônia,Nov,526
2004,Rondônia,Nov,452
2005,Rondônia,Nov,465
2006,Rondônia,Nov,253
2007,Rondônia,Nov,53
2008,Rondônia,Nov,78
2009,Rondônia,Nov,128
2010,Rondônia,Nov,238
2011,Rondônia,Nov,245
2012,Rondônia,Nov,174
2013,Rondônia,Nov,108
2014,Rondônia,Nov,202
2015,Rondônia,Nov,1002
2016,Rondônia,Nov,401
2017,Rondônia,Nov,372
1998,Rondônia,Dec,33
1999,Rondônia,Dec,0
2000,Rondônia,Dec,7
2001,Rondônia,Dec,1
2002,Rondônia,Dec,91
2003,Rondônia,Dec,214
2004,Rondônia,Dec,208
2005,Rondônia,Dec,36
2006,Rondônia,Dec,4
2007,Rondônia,Dec,6
2008,Rondônia,Dec,2
2009,Rondônia,Dec,9
2010,Rondônia,Dec,158
2011,Rondônia,Dec,37
2012,Rondônia,Dec,50
2013,Rondônia,Dec,143
2014,Rondônia,Dec,144
2015,Rondônia,Dec,282
2016,Rondônia,Dec,148
1998,Roraima,Jan,0
1999,Roraima,Jan,15
2000,Roraima,Jan,18
2001,Roraima,Jan,101
2002,Roraima,Jan,302
2003,Roraima,Jan,547
2004,Roraima,Jan,355
2005,Roraima,Jan,106
2006,Roraima,Jan,70
2007,Roraima,Jan,194
2008,Roraima,Jan,245
2009,Roraima,Jan,45
2010,Roraima,Jan,351
2011,Roraima,Jan,225
2012,Roraima,Jan,217
2013,Roraima,Jan,397
2014,Roraima,Jan,355
2015,Roraima,Jan,330
2016,Roraima,Jan,1754
2017,Roraima,Jan,108
1998,Roraima,Feb,0
1999,Roraima,Feb,20
2000,Roraima,Feb,57
2001,Roraima,Feb,646
2002,Roraima,Feb,476
2003,Roraima,Feb,767
2004,Roraima,Feb,259
2005,Roraima,Feb,105
2006,Roraima,Feb,283
2007,Roraima,Feb,796
2008,Roraima,Feb,138
2009,Roraima,Feb,153
2010,Roraima,Feb,470
2011,Roraima,Feb,112
2012,Roraima,Feb,130
2013,Roraima,Feb,62
2014,Roraima,Feb,226
2015,Roraima,Feb,418
2016,Roraima,Feb,171
2017,Roraima,Feb,129
1998,Roraima,Mar,0
1999,Roraima,Mar,98
2000,Roraima,Mar,125
2001,Roraima,Mar,1108
2002,Roraima,Mar,820
2003,Roraima,Mar,1131
2004,Roraima,Mar,276
2005,Roraima,Mar,244
2006,Roraima,Mar,385
2007,Roraima,Mar,665
2008,Roraima,Mar,422
2009,Roraima,Mar,176
2010,Roraima,Mar,417
2011,Roraima,Mar,91
2012,Roraima,Mar,99
2013,Roraima,Mar,179
2014,Roraima,Mar,494
2015,Roraima,Mar,163
2016,Roraima,Mar,1081
2017,Roraima,Mar,216
1998,Roraima,Apr,0
1999,Roraima,Apr,16
2000,Roraima,Apr,0
2001,Roraima,Apr,380
2002,Roraima,Apr,41
2003,Roraima,Apr,268
2004,Roraima,Apr,182
2005,Roraima,Apr,22
2006,Roraima,Apr,201
2007,Roraima,Apr,58
2008,Roraima,Apr,175
2009,Roraima,Apr,115
2010,Roraima,Apr,15
2011,Roraima,Apr,108
2012,Roraima,Apr,25
2013,Roraima,Apr,87
2014,Roraima,Apr,162
2015,Roraima,Apr,278
2016,Roraima,Apr,126
2017,Roraima,Apr,51
1998,Roraima,May,0
1999,Roraima,May,0
2000,Roraima,May,7
2001,Roraima,May,9
2002,Roraima,May,0
2003,Roraima,May,0
2004,Roraima,May,2
2005,Roraima,May,1
2006,Roraima,May,0
2007,Roraima,May,0
2008,Roraima,May,8
2009,Roraima,May,219
2010,Roraima,May,3
2011,Roraima,May,4
2012,Roraima,May,18
2013,Roraima,May,4
2014,Roraima,May,58
2015,Roraima,May,12
2016,Roraima,May,22
2017,Roraima,May,29
1998,Roraima,Jun,0
1999,Roraima,Jun,3
2000,Roraima,Jun,0
2001,Roraima,Jun,1
2002,Roraima,Jun,0
2003,Roraima,Jun,0
2004,Roraima,Jun,6
2005,Roraima,Jun,5
2006,Roraima,Jun,0
2007,Roraima,Jun,1
2008,Roraima,Jun,0
2009,Roraima,Jun,16
2010,Roraima,Jun,0
2011,Roraima,Jun,6
2012,Roraima,Jun,22
2013,Roraima,Jun,6
2014,Roraima,Jun,4
2015,Roraima,Jun,3
2016,Roraima,Jun,7
2017,Roraima,Jun,4
1998,Roraima,Jul,1
1999,Roraima,Jul,4
2000,Roraima,Jul,0
2001,Roraima,Jul,1
2002,Roraima,Jul,7
2003,Roraima,Jul,0
2004,Roraima,Jul,2
2005,Roraima,Jul,2
2006,Roraima,Jul,0
2007,Roraima,Jul,3
2008,Roraima,Jul,0
2009,Roraima,Jul,18
2010,Roraima,Jul,1
2011,Roraima,Jul,9
2012,Roraima,Jul,2
2013,Roraima,Jul,4
2014,Roraima,Jul,9
2015,Roraima,Jul,5
2016,Roraima,Jul,0
2017,Roraima,Jul,3
1998,Roraima,Aug,0
1999,Roraima,Aug,1
2000,Roraima,Aug,9
2001,Roraima,Aug,4
2002,Roraima,Aug,7
2003,Roraima,Aug,2
2004,Roraima,Aug,18
2005,Roraima,Aug,9
2006,Roraima,Aug,4
2007,Roraima,Aug,2
2008,Roraima,Aug,4
2009,Roraima,Aug,29
2010,Roraima,Aug,3
2011,Roraima,Aug,39
2012,Roraima,Aug,4
2013,Roraima,Aug,3
2014,Roraima,Aug,12
2015,Roraima,Aug,11
2016,Roraima,Aug,11
2017,Roraima,Aug,35
1998,Roraima,Sep,2
1999,Roraima,Sep,3
2000,Roraima,Sep,12
2001,Roraima,Sep,1
2002,Roraima,Sep,48
2003,Roraima,Sep,6
2004,Roraima,Sep,9
2005,Roraima,Sep,72
2006,Roraima,Sep,40
2007,Roraima,Sep,9
2008,Roraima,Sep,17
2009,Roraima,Sep,117
2010,Roraima,Sep,18
2011,Roraima,Sep,53
2012,Roraima,Sep,67
2013,Roraima,Sep,18
2014,Roraima,Sep,67
2015,Roraima,Sep,77
2016,Roraima,Sep,19
2017,Roraima,Sep,43
1998,Roraima,Oct,1
1999,Roraima,Oct,10
2000,Roraima,Oct,25
2001,Roraima,Oct,13
2002,Roraima,Oct,191
2003,Roraima,Oct,14
2004,Roraima,Oct,53
2005,Roraima,Oct,88
2006,Roraima,Oct,135
2007,Roraima,Oct,15
2008,Roraima,Oct,78
2009,Roraima,Oct,197
2010,Roraima,Oct,64
2011,Roraima,Oct,65
2012,Roraima,Oct,152
2013,Roraima,Oct,63
2014,Roraima,Oct,61
2015,Roraima,Oct,181
2016,Roraima,Oct,101
2017,Roraima,Oct,156
1998,Roraima,Nov,1
1999,Roraima,Nov,15
2000,Roraima,Nov,32
2001,Roraima,Nov,76
2002,Roraima,Nov,133
2003,Roraima,Nov,27
2004,Roraima,Nov,135
2005,Roraima,Nov,135
2006,Roraima,Nov,26
2007,Roraima,Nov,112
2008,Roraima,Nov,39
2009,Roraima,Nov,312
2010,Roraima,Nov,27
2011,Roraima,Nov,121
2012,Roraima,Nov,187
2013,Roraima,Nov,106
2014,Roraima,Nov,143
2015,Roraima,Nov,280
2016,Roraima,Nov,71
2017,Roraima,Nov,327
1998,Roraima,Dec,16
1999,Roraima,Dec,35
2000,Roraima,Dec,77
2001,Roraima,Dec,76
2002,Roraima,Dec,199
2003,Roraima,Dec,157
2004,Roraima,Dec,160
2005,Roraima,Dec,71
2006,Roraima,Dec,101
2007,Roraima,Dec,8
2008,Roraima,Dec,5
2009,Roraima,Dec,290
2010,Roraima,Dec,73
2011,Roraima,Dec,249
2012,Roraima,Dec,78
2013,Roraima,Dec,65
2014,Roraima,Dec,277
2015,Roraima,Dec,304
2016,Roraima,Dec,136
1998,Santa Catarina,Jan,0
1999,Santa Catarina,Jan,11
2000,Santa Catarina,Jan,14
2001,Santa Catarina,Jan,11
2002,Santa Catarina,Jan,22
2003,Santa Catarina,Jan,45
2004,Santa Catarina,Jan,37
2005,Santa Catarina,Jan,46
2006,Santa Catarina,Jan,41
2007,Santa Catarina,Jan,9
2008,Santa Catarina,Jan,25
2009,Santa Catarina,Jan,21
2010,Santa Catarina,Jan,2
2011,Santa Catarina,Jan,9
2012,Santa Catarina,Jan,14
2013,Santa Catarina,Jan,18
2014,Santa Catarina,Jan,58
2015,Santa Catarina,Jan,28
2016,Santa Catarina,Jan,53
2017,Santa Catarina,Jan,46
1998,Santa Catarina,Feb,0
1999,Santa Catarina,Feb,2
2000,Santa Catarina,Feb,8
2001,Santa Catarina,Feb,0
2002,Santa Catarina,Feb,5
2003,Santa Catarina,Feb,43
2004,Santa Catarina,Feb,29
2005,Santa Catarina,Feb,46
2006,Santa Catarina,Feb,18
2007,Santa Catarina,Feb,14
2008,Santa Catarina,Feb,29
2009,Santa Catarina,Feb,7
2010,Santa Catarina,Feb,15
2011,Santa Catarina,Feb,1
2012,Santa Catarina,Feb,13
2013,Santa Catarina,Feb,12
2014,Santa Catarina,Feb,27
2015,Santa Catarina,Feb,23
2016,Santa Catarina,Feb,10
2017,Santa Catarina,Feb,31
